poly,proportion
7a9,0.07317073170731707
8a9,0.07317073170731707
8a11,0.07317073170731707
9a10,0.07317073170731707
4a9,0.04878048780487805
5a8,0.04878048780487805
5a9,0.04878048780487805
7a10,0.04878048780487805
7a11,0.04878048780487805
9a11,0.04878048780487805
10a11,0.04878048780487805
11a12,0.04878048780487805
6a7,0.04878048780487805
7a8,0.04878048780487805
5a11,0.024390243902439025
6a11,0.024390243902439025
7a12,0.024390243902439025
2a7,0.024390243902439025
3a7,0.024390243902439025
3a8,0.024390243902439025
4a7,0.024390243902439025
5a6,0.024390243902439025
5a7,0.024390243902439025
