poly,proportion
5a6,0.07142857142857142
4a5,0.07142857142857142
3a7,0.05714285714285714
3a8,0.05714285714285714
4a7,0.05714285714285714
4a9,0.05714285714285714
10a11,0.04285714285714286
11a12,0.04285714285714286
5a11,0.04285714285714286
7a11,0.04285714285714286
5a7,0.04285714285714286
5a8,0.04285714285714286
2a7,0.04285714285714286
6a11,0.02857142857142857
7a10,0.02857142857142857
7a12,0.02857142857142857
9a11,0.02857142857142857
5a9,0.02857142857142857
6a7,0.02857142857142857
7a8,0.02857142857142857
2a5,0.02857142857142857
3a5,0.02857142857142857
3a4,0.02857142857142857
8a11,0.014285714285714285
9a10,0.014285714285714285
7a9,0.014285714285714285
