poly,proportion
3a4,0.08791208791208792
3a5,0.07692307692307693
4a5,0.06593406593406594
2a7,0.054945054945054944
3a7,0.054945054945054944
4a7,0.054945054945054944
5a6,0.054945054945054944
2a5,0.054945054945054944
2a3,0.054945054945054944
3a8,0.04395604395604396
5a7,0.04395604395604396
5a8,0.04395604395604396
5a9,0.03296703296703297
6a7,0.03296703296703297
4a9,0.02197802197802198
7a8,0.02197802197802198
7a9,0.02197802197802198
7a10,0.02197802197802198
7a11,0.02197802197802198
8a9,0.02197802197802198
8a11,0.02197802197802198
9a10,0.02197802197802198
5a11,0.01098901098901099
6a11,0.01098901098901099
7a12,0.01098901098901099
9a11,0.01098901098901099
10a11,0.01098901098901099
11a12,0.01098901098901099
